Site,Date,Depth,,Salinity,,Temperature,,O2,,O2 Saturation,,Conductivity,,Light Trans,,Sigma-T,,Fluorometer,,pH,,Photosysthetically Active Radiation Reference (400-700nm light),PAR,,Oxidation Reduction Potential,,Latitude,Longitude,Default,,Hr:Mn,Act. Dep.,Current,,Wind,,Sea State,O2 (Wnklr),,Secchi,pH,,Fecal  Coliform,,Inc.,Enterococcus,,Inc.,Weather,NO3/NO2-N,,NH3-N,,Ortho-P,,TKN-N,,SiO2,,Total-P,,TSS,,Chl a,,DOC,Depth (YSI),,Salinity (YSI),,Temperature (YSI),,Chl a (field),,DO (YSI),,Turbidity (YSI),,Weather,,,
,,(ft),,(psu),,(deg C),,(mg/L),,(% sat),,(S/M),,(%Trans.),,(kg/m3),,(mg/m3),,,,uE/s m2,uE/s m2,,mV,,,,Latitude,Longitude,,(ft),(knots),,(mph),,,(mg/L),,(ft),,,(#/100 mL),,#,(#/100 mL),,#,,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(μg/L),,(mg/L),(ft),,(psu),,(deg C),,(μg/L),,(mg/L),,,,Rain Gage,,,
   ,,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Top,Bot,Top,Bot,,,,,,,Speed,Dir.,Speed,Dir.,,Top,Bot,,Top,Bot,Top,Bot,,Top,Bot,,Dry/Wet,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Dry/Wet,,,
HC2,8/7/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10:25 AM,7.6,ND,ND,ND,ND,ND,ND,ND,ND,7.04,ND,QD,ND,,10,ND,,W,3.260,,7.950,,1.540,,17.200,,5.760,,1.790,,13.6,,11.460,,,ND,ND,12.99,ND,25.05,ND,6.1,ND,4.46,ND,2.2,ND,D,,,
SP1,8/7/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9:50 AM,4.0,ND,ND,ND,ND,ND,ND,ND,ND,7.40,ND,QD,ND,,10,ND,,W,0.252,,0.726,,0.238,,3.170,,0.951,,0.426,,20.4,,29.760,,,ND,ND,27.13,ND,24.80,ND,15.9,ND,4.98,ND,2.2,ND,D,,,
DHC2,8/7/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,QD,ND,,10,ND,,W,3.320,,8.300,,1.600,,18.500,,5.860,,1.930,,12.0,,11.600,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
E10,8/11/08,5,95,25.81,26.91,22.36,20.61,6.57,0.39,88.11,5.06,3.83,3.84,ND,ND,17.15,18.45,27.76,2.11,ND,ND,501,14,0,ND,ND,40.843670,-73.764170,ND,ND,10:48 AM,88.0,0.9,EBB,13,ELY,1,7.37,0.30,4.5,7.24,6.95,QD,ND,,2,ND,,W,0.077,,0.060,,0.082,,1.040,,2.180,,0.160,,12.0,10.0,13.251,,7.10,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
E8,8/11/08,4,67,25.46,26.70,22.23,20.96,4.59,0.67,61.28,8.83,3.77,3.84,ND,ND,16.92,18.20,11.81,1.79,ND,ND,85,3,0,ND,ND,40.800670,-73.782170,ND,ND,11:07 AM,72.0,1.3,EBB,20,NLY,2,5.08,1.36,5.0,7.11,6.99,QD,ND,,2,ND,,W,0.170,,0.254,,0.120,,1.240,,2.430,,0.178,,8.0,11.2,12.000,,6.60,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
E7,8/11/08,5,61,25.19,26.24,21.85,21.50,3.68,1.96,48.72,25.89,3.71,3.82,ND,ND,16.82,17.71,4.91,3.40,ND,ND,86,2,0,ND,ND,40.803167,-73.820000,ND,ND,11:47 AM,61.0,0.6,SLK,6,SWL,1,4.81,3.62,6.0,7.02,6.96,QD,ND,,4,ND,,W,0.180,,0.279,,0.121,,1.430,,2.600,,0.166,,14.4,8.8,5.090,,4.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
E6,8/11/08,3,19,23.92,25.38,22.52,22.14,4.86,2.93,64.62,38.98,3.59,3.76,ND,ND,15.68,16.89,8.06,2.92,ND,ND,1029,57,0,ND,ND,40.786000,-73.861330,ND,ND,12:58 PM,20.0,1.2,FLD,0,CALM,1,4.81,3.34,3.0,7.14,7.09,QD,ND,,34,ND,,W,0.264,,0.464,,0.149,,1.030,,2.440,,0.220,,12.8,11.2,7.070,,6.50,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
FB1,8/11/08,3,17,23.47,24.34,22.72,22.85,5.90,4.35,78.58,58.36,3.54,3.67,ND,ND,15.29,15.91,19.38,11.30,ND,ND,733,35,0,ND,ND,40.772670,-73.853170,ND,ND,12:48 PM,19.0,0,FLD,0,CALM,1,6.88,5.96,2.5,7.21,7.19,QD,ND,,46,ND,,W,0.238,,0.344,,0.133,,1.160,,2.330,,0.225,,13.6,13.6,13.178,,4.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
E15,8/11/08,4,11,23.73,24.05,22.85,22.87,5.90,5.78,78.76,77.45,3.59,3.63,ND,ND,15.45,15.69,29.78,26.02,ND,ND,551,20,0,ND,ND,40.763000,-73.849830,ND,ND,12:40 PM,11.0,0,FLD,0,WLY,1,7.21,7.06,2.5,7.25,7.26,QD,ND,,600,ND,,W,0.234,,0.302,,0.121,,1.150,,2.160,,0.234,,18.4,12.8,31.680,,3.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
FLC2,8/11/08,4,12,23.88,24.28,23.11,23.17,3.61,3.43,48.40,46.22,3.63,3.69,ND,ND,15.50,15.78,28.15,18.54,ND,ND,563,13,0,ND,ND,40.764830,-73.842830,ND,ND,12:33 PM,13.0,0,FLD,0,WLY,1,5.74,7.20,1.0,7.03,7.04,QD,ND,,475,ND,,W,0.238,,0.446,,0.157,,1.380,,2.480,,0.292,,18.4,24.8,25.622,,3.60,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
FLC1,8/11/08,5,12,22.91,23.58,23.02,23.10,3.38,2.81,45.04,37.70,3.49,3.59,ND,ND,14.79,15.27,46.17,45.88,ND,ND,594,9,0,ND,ND,40.761830,-73.836670,ND,ND,12:30 PM,13.0,0,FLD,0,ND,1,3.99,3.98,2.0,7.01,7.02,QD,ND,,100,ND,,W,0.139,,0.476,,0.144,,1.860,,3.860,,0.370,,16.0,19.6,71.726,,3.70,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
E14,8/11/08,4,18,24.40,25.68,22.28,21.89,3.97,2.57,52.72,34.14,3.64,3.78,ND,ND,16.11,17.18,4.69,3.58,ND,ND,2242,148,6,ND,ND,40.800830,-73.864500,ND,ND,1:00 PM,17.0,1.1,FLD,0,CALM,1,4.37,3.87,4.0,7.11,7.10,QD,ND,,247,ND,,W,0.198,,0.307,,0.130,,0.785,,2.690,,0.176,,12.0,12.0,5.630,,2.80,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
E4,8/11/08,4,64,24.12,24.44,22.87,22.76,3.53,3.18,47.30,42.63,3.64,3.68,ND,ND,15.74,16.01,2.67,2.74,ND,ND,697,31,0,ND,ND,40.782170,-73.922000,ND,ND,1:28 PM,65.0,1.2,FLD,0,CALM,1,4.82,4.22,6.0,7.05,7.06,QD,ND,,50,ND,,W,0.302,,0.511,,0.157,,1.080,,2.430,,0.215,,12.8,22.4,7.920,,8.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
E2,8/11/08,5,44,22.42,23.17,23.67,23.37,4.11,3.46,55.35,46.47,3.47,3.55,ND,ND,14.24,14.89,3.24,2.21,ND,ND,432,12,0,ND,ND,40.735500,-73.971000,ND,ND,1:55 PM,46.0,1.1,FLD,0,CALM,1,5.20,4.60,4.0,7.10,7.05,QD,ND,,232,ND,,W,0.386,,0.588,,0.165,,1.120,,1.910,,0.242,,11.2,16.8,2.892,,4.30,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
N5,8/11/08,4,48,9.57,28.26,24.90,20.86,9.38,5.59,119.95,73.96,1.63,4.03,ND,ND,4.26,19.41,31.51,2.70,ND,ND,1201,43,0,ND,ND,40.704170,-74.023670,ND,ND,2:28 PM,49.0,1.6,FLD,8,ELY,1,9.82,6.94,3.0,7.84,7.55,QD,ND,,2,ND,,W,0.223,,0.120,,0.056,,0.999,,0.680,,0.116,,9.6,10.0,28.829,,3.50,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
N4,8/11/08,4,43,6.45,26.33,25.27,21.72,10.60,5.11,134.08,67.91,1.14,3.85,ND,ND,1.82,17.72,36.75,3.66,ND,ND,1873,86,0,ND,ND,40.764333,-74.005167,ND,ND,2:55 PM,41.0,0.7,N,9,N,1,11.82,6.27,2.0,8.19,7.51,QD,ND,,360,ND,,W,0.193,,0.010,,0.029,,0.958,,0.478,,0.105,,10.8,24.0,45.814,,3.70,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
N3B,8/11/08,4,65,4.35,24.59,25.69,22.41,11.21,4.72,141.46,62.89,0.80,3.67,ND,ND,0.14,16.22,1.06,2.71,ND,ND,1783,62,0,ND,ND,40.819830,-73.965330,ND,ND,3:20 PM,64.0,0.6,N,2,N,1,9.38,6.02,3.0,7.85,7.44,QD,ND,,46,ND,,W,0.224,,0.071,,0.047,,1.170,,0.644,,0.104,,8.8,11.2,27.432,,3.80,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
N1,8/11/08,4,48,3.58,21.62,25.97,23.14,11.20,4.28,141.09,56.73,0.67,3.32,ND,ND,0.00,13.79,33.12,3.00,ND,ND,1850,86,0,ND,ND,40.911000,-73.917170,ND,ND,3:54 PM,47.0,0.9,N,13,NE,1,14.00,5.94,2.5,8.25,7.33,QD,ND,,8,ND,,W,0.214,,0.019,,0.029,,1.170,,0.650,,0.098,,28.8,35.2,33.701,,5.30,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
H3,8/11/08,5,18,11.08,13.61,24.93,24.51,7.44,6.28,96.04,81.61,1.87,2.24,ND,ND,5.38,7.39,19.13,12.74,ND,ND,1796,10,0,ND,ND,40.826830,-73.933500,ND,ND,4:30 PM,21.0,1.9,S,1,WLY,1,8.49,8.28,3.0,7.52,7.46,QD,ND,,1190,ND,,W,0.324,,0.152,,0.085,,1.140,,0.896,,0.147,,15.2,24.0,18.809,,3.40,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
DN5,8/11/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9.56,6.86,3.0,ND,ND,QD,ND,,8,ND,,W,0.228,,0.124,,0.059,,1.140,,0.814,,0.117,,12.8,14.8,28.428,,3.40,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
N9,8/12/08,3,15,27.90,29.81,21.38,20.72,6.78,6.42,90.40,85.51,4.03,4.22,ND,ND,19.00,20.62,5.91,8.97,ND,ND,1781,128,3,ND,ND,40.569170,-73.985000,ND,ND,10:22 AM,13.0,0.8,S,13,N,1,8.90,8.28,8.5,7.62,7.60,QD,ND,,52,ND,,W,0.056,,0.122,,0.045,,1.370,,0.434,,0.099,,16.8,16.8,1.692,,7.30,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
N16,8/12/08,3,24,29.22,30.13,21.53,20.09,6.90,6.11,92.90,80.57,4.21,4.20,ND,ND,19.95,21.03,7.42,5.43,ND,ND,1810,145,0,ND,ND,40.529330,-73.943670,ND,ND,10:43 AM,23.0,1,SE,7,N,1,8.14,8.60,11.0,7.73,7.67,QD,ND,,14,ND,,W,0.039,,0.116,,0.053,,1.440,,0.382,,0.117,,12.2,17.8,1.664,,2.80,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
J11,8/12/08,3,18,28.35,28.55,22.39,21.90,7.45,6.25,101.46,84.46,4.17,4.16,ND,ND,19.07,19.36,22.03,16.57,ND,ND,547,26,0,ND,ND,40.581670,-73.931330,ND,ND,11:10 AM,20.0,0.1,E,7,N,1,8.35,8.18,3.5,7.77,7.80,QD,ND,,8,ND,,W,0.076,,0.097,,0.056,,1.440,,0.442,,0.142,,9.6,16.0,9.202,,3.40,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
SHB1,8/12/08,4,30,28.51,29.73,23.35,20.92,7.40,0.21,102.59,2.83,4.27,4.22,ND,ND,18.92,20.51,17.42,1.86,ND,ND,2031,138,0,ND,ND,40.582500,-73.946830,ND,ND,11:20 AM,33.0,0.5,S,9,NW,1,7.60,2.45,4.5,7.48,7.78,QD,4,,24,22,,W,0.090,0.034,0.176,0.524,0.072,0.210,1.790,2.810,1.140,0.540,0.162,0.296,9.6,12.4,19.224,,4.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
J1,8/12/08,3,29,28.09,28.29,23.76,23.18,6.86,5.83,95.61,80.41,4.25,4.23,ND,ND,18.49,18.80,23.05,15.72,ND,ND,1992,166,0,ND,ND,40.573830,-73.883500,ND,ND,11:44 AM,30.0,1.1,SE,10,N,1,8.12,7.31,3.5,7.91,7.85,QD,ND,,4,ND,,W,0.065,,0.150,,0.125,,1.910,,0.360,,0.265,,17.6,16.0,34.027,,4.80,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
J2,8/12/08,4,41,27.68,28.36,23.73,23.50,6.71,4.36,93.15,60.50,4.20,4.27,ND,ND,18.19,18.76,29.34,11.56,ND,ND,1925,116,0,ND,ND,40.608670,-73.885170,ND,ND,12:02 PM,40.0,0.7,S,9,NW,1,7.30,5.31,3.5,7.89,7.73,QD,ND,,12,ND,,W,0.135,,0.290,,0.163,,3.810,,0.475,,0.308,,15.2,18.4,33.446,,3.90,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
J3,8/12/08,3,25,27.79,28.24,24.00,23.64,5.56,3.23,77.60,44.97,4.23,4.26,ND,ND,18.20,18.64,19.70,8.85,ND,ND,1533,52,0,ND,ND,40.626830,-73.884000,ND,ND,12:28 PM,27.0,0.7,SE,10,N,1,4.71,4.95,4.0,7.71,7.71,QD,ND,,10,ND,,W,0.122,,0.351,,0.170,,1.770,,0.714,,0.282,,8.0,4.8,22.342,,5.30,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
J9A,8/12/08,3,23,27.41,28.01,23.88,23.66,5.89,3.23,81.89,44.90,4.17,4.23,ND,ND,17.94,18.46,26.09,10.52,ND,ND,727,32,0,ND,ND,40.633500,-73.873330,ND,ND,12:38 PM,25.0,0.7,SE,11,N,1,4.77,4.71,3.5,7.74,7.72,QD,ND,,40,ND,,W,0.146,,0.420,,0.190,,2.180,,0.760,,0.314,,23.2,24.0,25.129,,4.30,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
SP2,8/12/08,4,ND,27.25,ND,23.89,ND,3.51,ND,48.82,ND,4.15,ND,ND,ND,17.82,ND,18.13,ND,ND,ND,1701,66,ND,ND,ND,40.643170,-73.854170,ND,ND,12:47 PM,6.0,0.6,S,8,N,1,4.98,ND,3.0,7.62,ND,QD,ND,,100,ND,,W,0.190,,0.641,,0.236,,3.120,,0.941,,0.399,,18.4,,32.160,,5.10,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
J8,8/12/08,4,28,27.03,27.94,24.04,23.81,3.36,2.55,46.74,35.59,4.13,4.24,ND,ND,17.61,18.36,23.42,8.08,ND,ND,1660,73,0,ND,ND,40.642330,-73.849830,ND,ND,12:53 PM,28.0,0.9,SE,13,N,1,4.19,3.56,4.0,7.63,7.64,300,ND,,6,ND,,W,0.188,,0.621,,0.235,,3.880,,0.869,,0.381,,24.0,24.0,24.886,,4.40,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
J7,8/12/08,3,23,26.19,26.81,24.97,24.13,2.92,1.54,41.10,21.49,4.09,4.11,ND,ND,16.70,17.42,21.23,20.82,ND,ND,2209,164,0,ND,ND,40.644330,-73.820170,ND,ND,1:04 PM,24.0,0.9,S,12,N,1,2.97,2.56,3.0,7.45,7.44,240,ND,,4,ND,,W,0.136,,0.735,,0.285,,4.030,,1.170,,0.452,,15.2,20.0,29.275,,3.40,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
J12,8/12/08,4,35,26.25,27.08,24.56,24.18,7.08,2.74,98.96,38.20,4.07,4.15,ND,ND,16.87,17.61,41.97,27.76,ND,ND,2296,94,0,ND,ND,40.633000,-73.805667,ND,ND,1:13 PM,39.0,1.5,SE,10,N,1,7.32,5.02,3.0,7.80,7.62,2,ND,,4,ND,,W,0.217,,0.673,,0.251,,7.420,,0.873,,0.444,,15.2,21.6,50.544,,4.60,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
J5,8/12/08,4,18,27.21,27.22,24.02,23.98,4.72,4.51,65.65,62.74,4.16,4.15,ND,ND,17.75,17.77,21.93,19.75,ND,ND,2169,98,0,ND,ND,40.597830,-73.807170,ND,ND,1:30 PM,17.0,0.1,SE,6,NW,1,5.90,5.67,3.0,7.75,7.73,34,ND,,2,ND,,W,0.106,,0.296,,0.197,,4.190,,0.956,,0.346,,27.6,21.6,32.357,,5.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
DJ7,8/12/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,3.10,2.51,3.0,ND,ND,310,ND,,4,ND,,W,0.160,,0.898,,0.278,,3.760,,1.190,,0.448,,13.6,14.4,34.100,,4.40,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
G2,8/13/08,3,16,19.25,20.68,22.78,22.49,8.92,6.89,116.11,89.74,2.96,3.14,ND,ND,12.09,13.25,15.12,11.84,ND,ND,1672,140,4,ND,ND,40.666000,-74.003670,ND,ND,11:23 AM,20.0,0.4,W,2,NW,1,9.76,9.73,4.0,7.80,7.83,24,ND,,2,ND,,W,0.204,,0.127,,0.064,,0.482,,0.462,,0.126,,9.6,6.8,13.864,,4.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
N7,8/13/08,5,40,14.98,28.26,23.77,19.85,8.93,6.16,115.38,79.99,2.41,3.94,ND,ND,8.62,19.66,17.29,4.53,ND,ND,2068,92,0,ND,ND,40.643670,-74.052830,ND,ND,11:44 AM,43.0,1.1,S,9,SW,1,8.72,7.67,3.0,7.73,7.70,88,ND,,4,ND,,W,0.213,,0.162,,0.069,,0.546,,0.603,,0.118,,5.6,8.0,16.040,,5.30,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
N8,8/13/08,4,92,17.17,30.18,23.60,18.53,8.62,6.59,112.44,84.41,2.72,4.07,ND,ND,10.31,21.46,18.10,4.74,ND,ND,1640,89,0,ND,ND,40.606830,-74.044330,ND,ND,12:00 PM,89.0,1.7,S,12,SE,1,9.69,7.67,4.0,7.85,7.79,64,ND,,4,ND,,W,0.193,,0.161,,0.066,,0.564,,0.558,,0.114,,8.0,8.4,10.580,,3.50,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
K6,8/13/08,4,16,23.68,24.86,23.20,22.71,7.80,7.30,104.93,97.95,3.61,3.73,ND,ND,15.32,16.34,2.29,8.52,ND,ND,2122,137,4,ND,ND,40.511170,-74.099830,ND,ND,12:46 PM,17.0,0.3,N,8,SE,1,9.50,9.88,4.5,7.77,7.88,4,ND,,2,ND,,W,0.234,,0.070,,0.077,,0.584,,0.812,,0.160,,8.8,9.6,7.766,,5.30,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
K5A,8/13/08,4,21,23.61,26.10,23.86,22.44,5.08,2.30,69.03,30.89,3.65,3.88,ND,ND,15.09,17.35,6.50,2.57,ND,ND,2267,161,1,ND,ND,40.483830,-74.244670,ND,ND,1:27 PM,20.0,1.3,W,11,E,1,5.60,4.10,5.0,7.35,7.40,2,ND,,2,ND,,W,0.358,,0.378,,0.152,,0.733,,1.390,,0.223,,6.0,7.2,6.977,,3.50,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
K5,8/13/08,4,40,22.29,26.33,24.07,22.15,5.28,1.84,71.47,24.64,3.47,3.88,ND,ND,14.03,17.60,6.07,2.00,ND,ND,1975,151,0,ND,ND,40.509830,-74.258670,ND,ND,1:46 PM,38.0,0.7,W,9,E,1,6.38,3.04,4.5,7.49,7.39,12,ND,,2,ND,,W,0.416,,0.450,,0.163,,0.786,,1.440,,0.234,,9.6,11.2,5.569,,6.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
K4,8/13/08,4,34,21.15,21.83,24.64,23.54,6.21,4.78,84.41,63.96,3.35,3.37,ND,ND,13.01,13.83,7.12,3.12,ND,ND,2153,160,0,ND,ND,40.565500,-74.213500,ND,ND,2:18 PM,36.0,0.6,NW,11,E,1,7.54,6.41,5.5,7.62,7.55,50,ND,,2,ND,,W,0.444,,0.468,,0.167,,0.797,,1.510,,0.238,,7.2,6.4,6.525,,4.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
K3,8/13/08,4,37,21.03,22.14,23.51,22.67,6.66,5.95,88.61,78.58,3.26,3.36,ND,ND,13.23,14.30,8.80,4.33,ND,ND,1098,66,0,ND,ND,40.637330,-74.195670,ND,ND,2:46 PM,39.0,0.1,NE,9,SE,1,8.20,7.06,5.0,7.60,7.58,217,ND,,2,ND,,W,0.376,,0.484,,0.157,,0.806,,1.400,,0.224,,9.6,8.8,7.000,,4.30,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
K2,8/13/08,5,26,20.67,22.16,23.16,22.44,7.30,6.21,96.35,81.64,3.19,3.34,ND,ND,13.06,14.38,10.26,5.24,ND,ND,2021,94,0,ND,ND,40.641170,-74.153170,ND,ND,3:02 PM,29.0,0.9,NE,10,SE,1,8.66,7.98,5.5,7.70,7.64,28,ND,,2,ND,,W,0.300,,0.266,,0.118,,0.579,,0.957,,0.178,,9.2,8.8,9.859,,4.10,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
K1,8/13/08,4,46,19.28,24.25,23.09,21.25,7.92,5.85,103.58,76.15,2.99,3.54,ND,ND,12.03,16.27,10.42,5.33,ND,ND,1927,120,0,ND,ND,40.649670,-74.084000,ND,ND,3:25 PM,49.0,0.9,NW,8,SE,1,9.62,7.18,4.5,7.77,7.64,40,ND,,2,ND,,W,0.198,,0.190,,0.074,,0.524,,0.529,,0.134,,10.4,11.2,12.220,,3.30,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
N6,8/13/08,4,50,14.65,27.25,24.07,20.19,10.15,5.85,131.53,75.95,2.37,3.84,ND,ND,8.29,18.81,31.82,4.56,ND,ND,1902,86,0,ND,ND,40.664000,-74.053000,ND,ND,3:39 PM,53.0,1.1,NE,13,S,1,11.25,7.21,3.0,8.11,7.69,88,ND,,2,ND,,W,0.199,,0.084,,0.052,,0.562,,0.454,,0.106,,9.6,8.0,19.982,,4.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
NC0,8/13/08,4,16,20.25,21.92,24.08,23.28,3.30,0.14,44.27,1.93,3.19,3.37,ND,ND,12.49,13.97,37.69,7.66,ND,ND,1300,24,0,ND,ND,40.714830,-73.931170,ND,ND,10:16 AM,14.0,0,0,0,0,1,0.00,0.00,2.5,6.92,6.90,8,60,,1700,2300,,W,0.018,,0.702,,0.302,,1.650,,1.230,,0.460,,8.0,10.4,13.790,,2.80,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
NC1,8/13/08,5,17,20.56,21.97,24.02,23.72,11.44,0.73,153.13,9.84,3.23,3.41,ND,ND,12.74,13.89,62.94,7.61,ND,ND,1501,30,0,ND,ND,40.723833,-73.926167,ND,ND,10:27 AM,17.0,0.2,NW,6,W,1,3.26,3.53,2.5,7.16,7.21,180,50,,395,430,,W,0.052,,0.616,,0.261,,1.780,,1.020,,0.462,,9.6,14.4,29.200,,3.90,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
NC2,8/13/08,3,13,20.84,21.70,23.95,23.82,6.84,1.95,91.70,26.21,3.26,3.37,ND,ND,12.97,13.65,41.17,16.23,ND,ND,1604,121,0,ND,ND,40.728830,-73.935000,ND,ND,10:36 AM,15.0,0.1,W,0,0,1,4.18,3.96,3.0,7.19,7.22,420,170,,72,56,,W,0.068,,0.592,,0.245,,1.710,,1.080,,0.449,,13.6,16.0,30.233,,4.90,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
NC3,8/13/08,4,22,21.13,22.38,23.76,23.19,2.22,2.19,29.76,29.20,3.29,3.43,ND,ND,13.24,14.34,14.05,3.78,ND,ND,1881,122,0,ND,ND,40.737170,-73.946170,ND,ND,10:45 AM,23.0,0.1,W,3,NW,1,2.62,2.86,4.0,7.06,7.10,132,232,,64,80,,W,0.175,,0.784,,0.229,,1.550,,1.650,,0.362,,13.6,9.6,10.506,,3.70,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
DK3,8/13/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,8.08,7.03,5.5,ND,ND,204,ND,,2,ND,,W,0.372,,0.484,,0.158,,0.836,,1.460,,0.215,,7.2,9.6,7.400,,3.70,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
HC1,8/14/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10:07 AM,2.0,ND,ND,ND,ND,ND,ND,ND,ND,7.17,ND,10,ND,,1000,ND,,W,2.870,,9.450,,1.600,,27.800,,12.400,,2.050,,6.4,,18.261,,,ND,ND,12.58,ND,24.22,ND,4.0,ND,3.93,ND,2.0,ND,D,,,
